id,name,isin_code,create_day,market_type,market_type_detail,industry_type,update_time,update_user
06679P,台積電中信79售02,TW18Z06679P0,20180206,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
066806,上証2X中信77購01,TW17Z0668063,20171006,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
066807,滬深2X中信77購01,TW17Z0668071,20171006,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
06680P,欣興中信78售02,TW18Z06680P8,20180206,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
066813,晶電中信77購01,TW17Z0668139,20171006,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
06681P,欣興凱基78售02,TW18Z06681P6,20180206,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
06682P,GIS凱基78售01,TW18Z06682P4,20180206,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
06683P,鴻海兆豐79售04,TW18Z06683P2,20180206,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
06684P,宏碁兆豐78售01,TW18Z06684P0,20180206,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
06685P,台灣50元大78售02,TW18Z06685P7,20180206,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
06686P,台郡元大78售02,TW18Z06686P5,20180206,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
06687P,FBVIX群益79售01,TW18Z06687P3,20180206,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
06688P,美指2X群益79售02,TW18Z06688P1,20180206,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
06689P,美律群益78售02,TW18Z06689P9,20180206,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
06690P,GIS群益78售01,TW18Z06690P7,20180206,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
066914,萬海富邦77購01,TW17Z0669145,20171006,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
066915,健和興富邦77購01,TW17Z0669152,20171006,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
06691P,微星統一79售02,TW18Z06691P5,20180206,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
06692P,榮成元富78售02,TW18Z06692P3,20180206,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
06693P,大成鋼元富78售01,TW18Z06693P1,20180206,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
06694P,旺宏元富78售01,TW18Z06694P9,20180206,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
06695P,瑞昱元富78售02,TW18Z06695P6,20180206,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
06696P,聯發科元富78售02,TW18Z06696P4,20180206,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
06697P,欣興元富78售02,TW18Z06697P2,20180206,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
06698P,聯鈞元富78售01,TW18Z06698P0,20180206,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
06699P,聯電富邦79售02,TW18Z06699P8,20180206,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
06700P,台灣50凱基79售01,TW18Z06700P4,20180207,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
06701P,聯發科凱基78售04,TW18Z06701P2,20180207,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
06702P,聯發科凱基78售05,TW18Z06702P0,20180207,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
06703P,聯發科凱基78售06,TW18Z06703P8,20180207,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
067048,T50反1康和7A購01,TW17Z0670481,20171011,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
06704P,聯發科凱基78售07,TW18Z06704P6,20180207,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
06705P,元油2X元大78售01,TW18Z06705P3,20180207,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
06706P,國巨元大78售02,TW18Z06706P1,20180207,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
06707P,電子類元大82售01,TW18Z06707P9,20180207,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
06708P,國巨群益79售01,TW18Z06708P7,20180207,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
06709P,宏碁群益78售02,TW18Z06709P5,20180207,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
06710P,可成群益78售03,TW18Z06710P3,20180207,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
06711P,TPK台新79售01,TW18Z06711P1,20180207,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
067121,T50反1永昌77購01,TW17Z0671216,20171012,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
067122,南亞科中信77購01,TW17Z0671224,20171012,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
06712P,技嘉富邦79售01,TW18Z06712P9,20180207,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
06713P,臺指2X統一7B售01,TW18Z06713P7,20180207,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
06714P,國巨元富78售03,TW18Z06714P5,20180207,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
06715P,TPK元富78售01,TW18Z06715P2,20180207,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
067165,中工凱基77購01,TW17Z0671653,20171013,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
067169,TPK中信77購01,TW17Z0671695,20171013,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
06716P,台積電康和78售03,TW18Z06716P0,20180207,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
06717P,華邦電康和78售03,TW18Z06717P8,20180207,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
06718P,友達康和78售01,TW18Z06718P6,20180207,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
06719P,友達康和81售02,TW18Z06719P4,20180207,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
067207,新光金元大77購01,TW17Z0672073,20171013,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
06720P,大立光康和78售03,TW18Z06720P2,20180207,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
06721P,群創康和78售02,TW18Z06721P0,20180207,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
06722P,群創康和7C售01,TW18Z06722P8,20180207,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
06723P,台灣50日盛78售02,TW18Z06723P6,20180208,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
06724P,大同兆豐78售02,TW18Z06724P4,20180208,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
067251,T50反1中信78購02,TW17Z0672511,20171016,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
067252,T50反1中信7A購01,TW17Z0672529,20171016,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
06725P,大立光永昌7A售02,TW18Z06725P1,20180208,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
06726P,FBVIX台新7C售02,TW18Z06726P9,20180208,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
06727P,元油2X群益7C售01,TW18Z06727P7,20180208,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
06728P,華邦電群益78售02,TW18Z06728P5,20180208,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
06729P,大同群益79售01,TW18Z06729P3,20180208,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
067305,京鼎凱基77購01,TW17Z0673055,20171017,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
06730P,大立光群益78售06,TW18Z06730P1,20180208,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
06731P,大立光群益79售02,TW18Z06731P9,20180208,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
067329,智邦中信77購01,TW17Z0673295,20171017,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
06732P,可成元富78售02,TW18Z06732P7,20180208,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
06733P,可成元富78售03,TW18Z06733P5,20180208,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
067342,T50反1統一76購01,TW17Z0673428,20171017,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
067344,台積電統一77購01,TW17Z0673444,20171017,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
06734P,大同康和78售01,TW18Z06734P3,20180208,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
067354,T50反1國泰76購02,TW17Z0673543,20171017,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
06735P,禾伸堂康和78售01,TW18Z06735P0,20180208,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
067368,旺宏中信76購01,TW17Z0673683,20171018,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
06736P,敦南康和78售01,TW18Z06736P8,20180208,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
06737P,華通富邦78售01,TW18Z06737P6,20180208,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
067387,T50反1統一76購02,TW17Z0673873,20171018,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
06738P,宏碁元大78售04,TW18Z06738P4,20180209,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
06739P,亞光元大78售03,TW18Z06739P2,20180209,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
06740P,GIS元大78售06,TW18Z06740P0,20180209,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
067415,美律國泰76購01,TW17Z0674152,20171018,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
06741P,FBVIX群益78售03,TW18Z06741P8,20180209,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
067421,聯發科富邦76購01,TW17Z0674210,20171018,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
067422,聯發科富邦76購02,TW17Z0674228,20171018,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
067426,上銀群益76購01,TW17Z0674269,20171018,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
06742P,美指2X群益78售01,TW18Z06742P6,20180209,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
06743P,國喬群益78售01,TW18Z06743P4,20180209,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
067447,GIS中信77購01,TW17Z0674475,20171019,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
06744P,鴻海群益79售01,TW18Z06744P2,20180209,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
06745P,禾伸堂群益79售02,TW18Z06745P9,20180209,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
06746P,台郡群益78售04,TW18Z06746P7,20180209,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
067477,T50反1兆豐7A購02,TW17Z0674772,20171019,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
067479,GIS兆豐76購01,TW17Z0674798,20171019,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
06747P,台積電日盛78售01,TW18Z06747P5,20180209,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
06748P,GIS國泰79售02,TW18Z06748P3,20180209,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
06749P,GIS國泰79售03,TW18Z06749P1,20180209,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
06750P,台灣50凱基79售02,TW18Z06750P9,20180209,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
06751P,臺股指凱基79售01,TW18Z06751P7,20180209,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
067525,創意國泰76購01,TW17Z0675258,20171019,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
06752P,台積電元富78售04,TW18Z06752P5,20180212,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
06753P,台積電元富78售05,TW18Z06753P3,20180212,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
067547,晶電中信78購01,TW17Z0675472,20171020,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
06754P,嘉澤康和78售01,TW18Z06754P1,20180212,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
067555,T50反1元大76購01,TW17Z0675555,20171020,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
06755P,臺股指康和7B售01,TW18Z06755P8,20180212,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
06756P,臺股指康和7B售02,TW18Z06756P6,20180212,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
06757P,臺股指康和7B售03,TW18Z06757P4,20180212,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
06758P,臺股指康和7B售04,TW18Z06758P2,20180212,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
06759P,臺股指康和7B售05,TW18Z06759P0,20180212,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
067609,旺宏玉山77購01,TW17Z0676090,20171020,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
06760P,聯發科群益78售04,TW18Z06760P8,20180212,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
067611,康控國泰76購01,TW17Z0676116,20171020,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
067614,今國光國泰76購02,TW17Z0676140,20171020,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
067615,今國光國泰77購01,TW17Z0676157,20171020,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
06761P,玉晶光群益78售04,TW18Z06761P6,20180212,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
067621,A50正2日盛77購01,TW17Z0676215,20171023,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
06762P,智原台新78售03,TW18Z06762P4,20180212,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
06763P,台灣50元大78售03,TW18Z06763P2,20180212,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
06764P,臺股指元大79售05,TW18Z06764P0,20180212,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
067651,元石油永昌76購01,TW17Z0676512,20171023,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
067652,台積電永昌76購01,TW17Z0676520,20171023,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
067653,友達永昌76購01,TW17Z0676538,20171023,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
067654,友達永昌76購02,TW17Z0676546,20171023,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
06765P,臺股指元大79售07,TW18Z06765P7,20180212,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
06766P,台灣50凱基79售03,TW18Z06766P5,20180212,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
067676,上銀群益76購02,TW17Z0676769,20171024,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
06767P,元油2X凱基78售01,TW18Z06767P3,20180212,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
06768P,聯鈞凱基78售03,TW18Z06768P1,20180212,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
067699,GIS中信76購01,TW17Z0676991,20171024,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
06769P,聯發科富邦7A售02,TW18Z06769P9,20180212,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
06770P,GIS凱基78售03,TW18Z06770P7,20180221,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
06771P,台塑日盛78售01,TW18Z06771P5,20180221,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
067721,美律富邦76購01,TW17Z0677213,20171024,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
06772P,臺股指日盛78售01,TW18Z06772P3,20180221,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
067733,順德兆豐76購01,TW17Z0677338,20171024,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
06773P,臺股指日盛78售02,TW18Z06773P1,20180221,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
067740,聯發科兆豐76購01,TW17Z0677403,20171024,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
06774P,聯發科元大78售07,TW18Z06774P9,20180221,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
06775P,TPK元大78售02,TW18Z06775P6,20180221,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
06776P,GIS元大78售08,TW18Z06776P4,20180221,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
06777P,可成群益78售04,TW18Z06777P2,20180221,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
06778P,台灣50中信82售01,TW18Z06778P0,20180221,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
06779P,臺股指中信7A售07,TW18Z06779P8,20180221,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
067802,精英國泰76購01,TW17Z0678021,20171025,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
067803,盟立國泰76購01,TW17Z0678039,20171025,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
06780P,鴻海元富78售02,TW18Z06780P6,20180221,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
06781P,華邦電元富78售02,TW18Z06781P4,20180221,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
06782P,華邦電康和78售04,TW18Z06782P2,20180221,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
06783P,T50反1富邦7A售02,TW18Z06783P0,20180221,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
06784P,南亞科富邦79售02,TW18Z06784P8,20180221,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
067857,元上證元大76購01,TW17Z0678575,20171026,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
06785P,元油2X元富78售01,TW18Z06785P5,20180222,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
06786P,臺股指統一7B售02,TW18Z06786P3,20180222,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
067870,臺指反統一76購01,TW17Z0678708,20171026,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
067877,大立光統一76購02,TW17Z0678773,20171026,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
06787P,臺股指統一7B售03,TW18Z06787P1,20180222,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
067885,國巨國泰76購01,TW17Z0678856,20171026,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
06788P,臺股指統一7B售04,TW18Z06788P9,20180222,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
067892,大立光國泰77購01,TW17Z0678922,20171026,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
067893,大立光國泰7A購01,TW17Z0678930,20171026,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
067897,今國光國泰76購03,TW17Z0678971,20171026,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
067899,奇力新富邦76購02,TW17Z0678997,20171026,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
06789P,可成中信78售02,TW18Z06789P7,20180222,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
067900,大立光富邦76購01,TW17Z0679003,20171026,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
067901,大立光富邦76購02,TW17Z0679011,20171026,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
067902,大立光富邦76購03,TW17Z0679029,20171026,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
067903,大立光富邦78購01,TW17Z0679037,20171026,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
067904,大立光富邦78購02,TW17Z0679045,20171026,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
067905,大立光富邦78購03,TW17Z0679052,20171026,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
067908,康控凱基77購01,TW17Z0679086,20171027,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
06790P,台灣50永豐78售02,TW18Z06790P5,20180222,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
067917,鴻海台新76購01,TW17Z0679177,20171027,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
067918,宏達電台新76購01,TW17Z0679185,20171027,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
06791P,臺股指永豐78售01,TW18Z06791P3,20180222,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
06792P,臺股指富邦7B售05,TW18Z06792P1,20180222,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
06793P,臺股指富邦7B售06,TW18Z06793P9,20180222,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
06794P,臺股指富邦7B售07,TW18Z06794P7,20180222,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
067957,臺指反統一76購02,TW17Z0679573,20171027,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
067958,晶電統一76購01,TW17Z0679581,20171027,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
06795P,臺股指富邦7B售08,TW18Z06795P4,20180222,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
067967,智邦國泰76購01,TW17Z0679672,20171027,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
06796P,T50反1元大78售03,TW18Z06796P2,20180222,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
06797P,台積電元大78售05,TW18Z06797P0,20180222,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
067981,上銀中信77購01,TW17Z0679813,20171030,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
067982,晶電中信78購02,TW17Z0679821,20171030,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
067983,聯發科中信76購01,TW17Z0679839,20171030,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
06798P,台積電元大78售06,TW18Z06798P8,20180222,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
067998,臺指反統一76購03,TW17Z0679987,20171030,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
06799P,台積電元大78售08,TW18Z06799P6,20180222,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
06800P,台積電元大78售09,TW18Z06800P2,20180222,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
06801P,智原元大78售03,TW18Z06801P0,20180222,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
06802P,臺股指麥證78售04,TW18Z06802P8,20180222,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
06803P,臺股指麥證78售05,TW18Z06803P6,20180222,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
06804P,亞光中信78售02,TW18Z06804P4,20180223,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
068053,大立光台新77購01,TW17Z0680530,20171031,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
06805P,臺股指中信7A售09,TW18Z06805P1,20180223,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
06806P,欣興群益78售04,TW18Z06806P9,20180223,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
068077,道瓊反統一77購01,TW17Z0680779,20171031,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
06807P,GIS群益78售02,TW18Z06807P7,20180223,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
06808P,大同康和78售02,TW18Z06808P5,20180223,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
068092,宏達電富邦77購01,TW17Z0680928,20171031,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
068093,新唐富邦7A購01,TW17Z0680936,20171031,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
06809P,台郡康和78售01,TW18Z06809P3,20180223,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
06810P,國巨元大78售05,TW18Z06810P1,20180223,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
068111,友達國泰77購01,TW17Z0681116,20171101,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
068112,美律國泰77購01,TW17Z0681124,20171101,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
068113,盟立國泰77購01,TW17Z0681132,20171101,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
06811P,鎧勝元大78售03,TW18Z06811P9,20180223,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
06812P,南亞科富邦78售04,TW18Z06812P7,20180223,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
06813P,可成富邦7A售01,TW18Z06813P5,20180223,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
068144,上証2X中信77購02,TW17Z0681447,20171102,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
068145,台光電中信77購01,TW17Z0681454,20171102,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
06814P,臺股指凱基79售05,TW18Z06814P3,20180226,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
06815P,國喬日盛78售01,TW18Z06815P0,20180226,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
06816P,台灣50中信7B售01,TW18Z06816P8,20180226,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
068175,新光金元大77購02,TW17Z0681751,20171102,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
068179,敦泰元大77購01,TW17Z0681793,20171102,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
06817P,臺股指中信7A售10,TW18Z06817P6,20180226,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
068188,滬深2X國泰77購01,TW17Z0681884,20171102,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
06818P,智原群益78售03,TW18Z06818P4,20180226,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
068195,深100富邦77購01,TW17Z0681959,20171102,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
068198,T50反1兆豐78購01,TW17Z0681983,20171103,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
06819P,台灣50兆豐7B售01,TW18Z06819P2,20180226,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
06820P,可成兆豐78售04,TW18Z06820P0,20180226,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
068219,聯發科台新77購01,TW17Z0682197,20171103,上市,上市認購(售)權證,,2018-06-18 23:47:06.934649,tittan
